LDSS_ID,DO_NUM,AU_NUM,CLIENT_ID,CL_LAST_NAME,CL_FIRST_NAME,BENEFIT_BEGIN_DATE,APPLICATION_DATE,DOB,HOH_REL_CD,CL_AU_STS_DT,STREET_NUM,STREET_DTCTN_CODE,STREET_NAME,STREET1_ADDRESS,STREET_TYPE_CODE,APT_NUM,CITY,STATE,ZIPCODE,AU_BNFT_AMT,PRIM_LANG_CD,SSN,LIVING_ARRANGEMENT_TYPE_CODE,PREGNANCY_DUE_DT,INCOME_TYPE_CD,INCOME_FREQ_CD,WORK_HOURS_NUM,INCOME_AMT,UI_TYPE_CD,UI_FREQ_CD,UI_AMT,DISABILITY_TYPE_CODE,DISABILITY_START_DATE,DISABILITY_END_DATE,AU_RR_PRD_START_DT,AU_RR_PRD_END_DT,INS_STATUS_CODE,WORK_COUNTER,ABAWD_STATUS,Benefit_Status_Date,Gender
11,6997904874,08-854-3116,1736904576,Guilloton,Mickie,20120513,20170517,20170523,SE,20170817,34295,,Iowa,,Street,66797,Madison,WI,53716,123.61,Somali,564019071,Widow,,,,,,,,,,,,20171018,FALSE,FALSE,TRUE,FALSE,20171125,M
12,5851868627,71-106-5711,2185423709,Bernaldo,Albertina,20140509,20170119,20171102,SE,20171104,3736,,Eggendart,,Parkway,,Fullerton,CA,92835,2167.89,Swati,570457674,Widow,,,,,54742.25,,,,,,,20170625,FALSE,FALSE,FALSE,TRUE,20180106,M
13,6730927283,70-034-6790,5923523529,Tee,Meir,20110620,20170727,20171027,SE,20170406,44,,Green,,Court,34456,Saint Paul,MN,55115,,Icelandic,601485170,Divorced,,,,,7037.75,,,,,,,20180113,TRUE,TRUE,FALSE,TRUE,20170626,M
14,5086324890,93-738-6647,2051344916,Pendergrast,Ewell,20160109,20170330,20170814,SE,20170907,13,,Lukken,,Junction,,El Paso,TX,79945,582.76,Filipino,701508778,Married,,,,,30351.07,,,,,,,20170525,TRUE,TRUE,FALSE,FALSE,20170207,F
15,3254572815,26-673-5488,8272205056,Villaron,Randell,20140915,20171014,20171017,SE,20170220,73,,Esch,,Circle,,Tyler,TX,75710,368.31,Catalan,202774197,Single,,,,,,,,,,,,20170619,FALSE,FALSE,FALSE,TRUE,20170119,M
16,6929763136,93-234-9928,8813297460,Casterou,Evie,20130526,20170806,20171126,SE,20170914,83,,Rigney,,Drive,4,Saint Paul,MN,55115,3060.3,Chinese,603364179,Widower,,,,,,,,,,,,20171209,FALSE,FALSE,TRUE,FALSE,20170708,F
17,3212028424,98-107-8341,7605526718,Smith,Chris,20150328,20171109,19890924,SE,20170401,6321,,Westport,,Center,43742,Chicago,IL,60612,5000.23,English,533672154,Single,,,,,29854.47,,,,,,,20170618,TRUE,FALSE,TRUE,FALSE,20170725,M
18,5557065334,79-713-1412,4291646956,Baise,Ekaterina,20170622,20171129,20170524,SE,20170130,3,,Birchwood,,Circle,,Springfield,IL,62723,3135.24,Hiri Motu,655918584,Widow,,,,,28439.66,,,,,,,20170308,FALSE,FALSE,FALSE,FALSE,20170817,M
19,6276791431,29-279-2721,5290592501,Domotor,Buckie,20120620,20170312,20171022,SE,20170516,31,,Chinook,,Circle,,Tucson,AZ,85743,2569.1,Oriya,889704659,Married,20180520,,,,53046.5,,,,,,,20171016,FALSE,TRUE,FALSE,FALSE,20171213,M
20,9925978858,10-121-7919,2425013342,Lamar,Fawnia,20130722,20171010,20170908,SE,20171219,12827,,David,,Junction,,Jackson,MS,39282,1496.98,Tajik,374091656,Single,,,,,57051.57,,,,,,,20171027,TRUE,TRUE,FALSE,TRUE,20170216,F
21,1660678129,45-060-4279,7858375322,Sidgwick,Sigismondo,20130405,20170926,20170413,SE,20170304,965,,Lerdahl,,Place,961,Chicago,IL,60614,3021.55,Greek,662854304,Widow,,,,,3948.45,,,,,,,20170731,FALSE,TRUE,FALSE,TRUE,20171225,M
22,3296068775,15-283-7891,8553887214,Tappington,Delia,20170529,20170810,20170610,SE,20170410,6856,,Northwestern,,Drive,95620,Washington,DC,20436,2696.18,Haitian Creole,289618405,Widower,,,,,70246.15,,,,,,,20170727,FALSE,FALSE,FALSE,TRUE,20171024,F
23,1861968701,04-400-6353,3105530132,Warcop,Marcille,20111107,20170220,20170606,SE,20171225,6,,Londonderry,,Drive,956,Dallas,TX,75387,2740.77,Hiri Motu,433546227,Widower,,,,,72171.36,,,,,,,20170701,FALSE,TRUE,TRUE,FALSE,20170516,F
24,2138892115,78-498-2744,9546448367,O'Suaird,Nixie,20161224,20170620,20170928,SE,20170520,68,,Badeau,,Trail,,Denver,CO,80235,3238.87,Swedish,470921551,Single,,,,,53434.51,,,,,,,20171115,FALSE,TRUE,TRUE,TRUE,20171122,F
25,5155589606,08-675-5954,7560013345,Wollers,Cherida,20170116,20170603,20170218,SE,20171220,29458,,Spohn,,Circle,59,Stamford,CT,6912,3001.36,Swati,411756681,Married,,,,,,,,,,,,20171104,FALSE,FALSE,TRUE,FALSE,20170210,M
26,368851168,49-300-4946,7227073628,Dimitrie,Shawna,20140303,20170207,20170705,SE,20170613,81,,Graceland,,Point,57829,Philadelphia,PA,19125,1844.63,Afrikaans,629780533,Widow,,,,,54696.51,,,,,,,20170828,FALSE,TRUE,FALSE,TRUE,20171101,M
27,1406639567,34-730-2380,7458861920,Chatres,Alphonso,20110212,20170421,20171029,SE,20170712,841,,Maple,,Pass,4,Columbus,OH,43220,1120.92,Hiri Motu,711557005,Widower,,,,,42536.51,,,,,,,20170916,TRUE,TRUE,TRUE,TRUE,20171228,M
28,852639090,22-989-4326,7184949875,Laux,Bonita,20150108,20171202,20170729,SE,20170629,47,,Londonderry,,Terrace,,Yonkers,NY,10705,360.13,Quechua,645866002,Widower,,,,,37127.12,,,,,,,20170622,TRUE,FALSE,TRUE,TRUE,20170624,F
29,9618292185,22-581-8468,9744271289,Jeaycock,Kile,20120702,20170804,20170710,SE,20170526,51905,,Bonner,,Trail,4,Lexington,KY,40505,1522.42,Hiri Motu,330926079,Single,,,,,77668.74,,,,,,,20171227,FALSE,FALSE,TRUE,FALSE,20170718,M
30,3310764222,09-141-4024,8495921154,Guittet,Langston,20121224,20170617,20180115,SE,20170225,48,,1st,,Point,5,Washington,DC,20099,852.63,Mongolian,495749550,Widower,,,,,45322.21,,,,,,,20171208,FALSE,TRUE,FALSE,FALSE,20171027,M
31,8124970521,60-916-5541,6600817732,Coneron,Tamarra,20170112,20180111,20171004,SE,20170423,8576,,Transport,,Place,7,Springfield,IL,62711,,Tsonga,405458393,Widow,,,,,45377.62,,,,,,,20170625,TRUE,FALSE,TRUE,TRUE,20171130,F
32,4120249271,23-778-7986,1805044133,Walthew,Archy,20111105,20170312,20170201,SE,20170721,47960,,Kinsman,,Street,99763,Fort Lauderdale,FL,33305,291.49,Indonesian,102529390,Married,20180516,,,,3299.82,,,,,,,20170322,FALSE,TRUE,TRUE,FALSE,20170223,M
33,8448656636,55-386-6819,6340895730,Reddy,Catarina,20110720,20170410,20171121,SE,20170215,97631,,Sullivan,,Junction,,Las Vegas,NV,89155,1617.78,Czech,535384774,Widower,,,,,,,,,,,,20170222,TRUE,TRUE,TRUE,FALSE,20170218,F
34,646541560,97-938-8154,8837896366,Caveill,Halie,20160503,20170505,20180106,SE,20180106,2,,Duke,,Pass,230,Cleveland,OH,44105,1815.4,Armenian,152243972,Widow,20180418,,,,71766.79,,,,,,,20170327,TRUE,TRUE,FALSE,TRUE,20170909,M
35,5549834189,03-067-3796,6490809648,Bukowski,Zacharie,20171120,20171107,20170313,SE,20171219,15641,,Caliangt,,Alley,,Santa Barbara,CA,93150,604.58,Filipino,864079621,Divorced,,,,,56756.87,,,,,,,20170918,TRUE,FALSE,FALSE,TRUE,20170709,M
36,3575158681,71-092-1977,6492297228,Crenage,Ingamar,20130901,20170223,20170904,SE,20170423,542,,Eggendart,,Center,,Amarillo,TX,79171,3471.61,Lithuanian,269564254,Married,,,,,,,,,,,,20170509,TRUE,TRUE,TRUE,TRUE,20180116,M
37,3427291804,80-075-9683,5623211451,Gaskin,Tomasina,20141221,20170509,20170521,SE,20171108,29,,Randy,,Drive,458,Indianapolis,IN,46207,2338.51,Dzongkha,444441284,Widower,,,,,5637.94,,,,,,,20170707,TRUE,TRUE,FALSE,FALSE,20171013,F
38,4109443687,92-655-2754,1735653163,Brambill,Ivar,20140711,20170521,20171014,SE,20170520,40,,Burning Wood,,Hill,38,Santa Monica,CA,90405,1293.78,Persian,608821523,Single,,,,,76265.07,,,,,,,20170817,TRUE,FALSE,TRUE,FALSE,20170531,F
39,5861694346,65-750-9811,6179366370,Lodemann,Jannel,20140117,20170324,20170607,SE,20171008,8313,,Hauk,,Plaza,9169,Van Nuys,CA,91499,3182.53,Telugu,775629929,Widow,,,,,27224.45,,,,,,,20170929,TRUE,FALSE,TRUE,TRUE,20170619,M
40,9378125018,96-416-8714,5417472771,Krojn,Charlotta,20140218,20170502,20170304,SE,20170620,46456,,Reindahl,,Pass,,Trenton,NJ,8638,2424.13,Swahili,698815640,Single,20180120,,,,40159.73,,,,,,,20170603,FALSE,FALSE,TRUE,TRUE,20170325,M
41,670146005,23-094-2498,6321115101,Dargie,Guinna,20161225,20170906,20171013,SE,20170408,791,,Merry,,Terrace,,Phoenix,AZ,85030,865.52,Czech,177487645,Single,,,,,41536.68,,,,,,,20170608,TRUE,FALSE,TRUE,TRUE,20180108,F
42,1927685877,10-453-7077,3627497693,Irvin,Xylina,20140601,20170508,20170905,SE,20171226,50690,,Tennessee,,Lane,73334,Cape Coral,FL,33915,1581.89,Zulu,832564210,Widow,,,,,36156.56,,,,,,,20170723,FALSE,TRUE,FALSE,FALSE,20170831,F
43,3421971919,75-106-1284,3195499596,Cottu,Tod,20140401,20171101,20170222,SE,20170522,79,,Esch,,Circle,2,Silver Spring,MD,20910,1284.23,New Zealand Sign Language,212277179,Widow,,,,,45719.23,,,,,,,20170410,FALSE,TRUE,FALSE,TRUE,20170927,M
44,5318582540,11-419-5809,7926221444,Pennyman,Leeland,20130818,20170908,20171217,SE,20170516,7794,,Sloan,,Point,,Terre Haute,IN,47812,3325.91,Dari,570748696,Widow,,,,,21607.88,,,,,,,20170529,TRUE,TRUE,FALSE,TRUE,20170629,F
45,7767524574,96-711-7989,9744085373,Duesbury,Katuscha,20131208,20171105,20170427,SE,20170828,62,,Melvin,,Crossing,,Canton,OH,44710,2255.08,Nepali,886686036,Married,,,,,15088.48,,,,,,,20170425,FALSE,TRUE,FALSE,FALSE,20171112,F
46,1784032581,29-609-5911,6410147088,Von Brook,Chaim,20110602,20170411,20170528,SE,20170613,9,,Jackson,,Pass,,Prescott,AZ,86305,2018.78,Afrikaans,582204163,Married,20180606,,,,3745.86,,,,,,,20171108,TRUE,FALSE,TRUE,FALSE,20170422,M
47,313187975,30-777-7309,9101177286,Blowfield,Sascha,20161117,20170422,20170225,SE,20170705,50,,Myrtle,,Hill,0,Seattle,WA,98158,2030.81,Gujarati,101921416,Married,,,,,3164.87,,,,,,,20171212,TRUE,FALSE,TRUE,TRUE,20170919,F
48,7079913934,60-530-8629,8178253003,Cawley,Bambie,20170331,20171030,20170713,SE,20180101,818,,Esch,,Road,,Herndon,VA,22070,353.87,Lao,124080278,Single,,,,,59492.57,,,,,,,20170728,TRUE,TRUE,FALSE,FALSE,20171228,F
49,3351439032,46-548-5059,4542688367,Callen,Spenser,20160707,20170420,20170504,SE,20170706,1784,,Anhalt,,Park,,Washington,DC,20436,1389.32,Italian,344856044,Divorced,20180313,,,,,,,,,,,20170318,FALSE,FALSE,FALSE,FALSE,20180105,F
50,9711383675,69-536-9050,4971653077,Baxill,Carolyn,20120415,20171022,20170220,SE,20171107,7325,,Lakeland,,Parkway,73007,Seattle,WA,98133,,Montenegrin,445241492,Married,20180807,,,,43270.89,,,,,,,20170512,TRUE,FALSE,TRUE,TRUE,20170209,M
51,9684405863,42-684-1593,1275884956,Joincey,Kristen,20120318,20170130,20170808,SE,20170731,457,,Marcy,,Plaza,,Lexington,KY,40586,985.67,Estonian,252234517,Widower,,,,,11825.27,,,,,,,20170214,TRUE,TRUE,FALSE,FALSE,20170719,M
52,2421480442,75-502-2442,9240636071,Lackner,Benjy,20160601,20170628,20170225,SE,20170420,3194,,Charing Cross,,Crossing,,Bloomington,IN,47405,110.48,Bulgarian,420829859,Divorced,,,,,47412.65,,,,,,,20170727,FALSE,FALSE,TRUE,FALSE,20171205,F
53,9830063321,34-985-0588,3493864554,Firmage,Reinold,20140415,20171018,20170125,SE,20170415,813,,Park Meadow,,Parkway,10974,Houston,TX,77090,1731.91,Bengali,758290889,Single,,,,,28384.7,,,,,,,20170608,FALSE,FALSE,FALSE,FALSE,20170223,F
54,6227306789,48-828-2276,7282756587,Fearnside,Vicki,20131006,20170414,20171231,SE,20171105,7,,Kipling,,Way,7481,Birmingham,AL,35244,2603.86,Dhivehi,502243272,Divorced,,,,,47062.86,,,,,,,20170419,TRUE,FALSE,FALSE,TRUE,20180106,M
55,9778781184,71-559-0014,1320221081,Shillabeer,Martha,20111124,20170518,20170608,SE,20171216,240,,Spohn,,Terrace,87,Simi Valley,CA,93094,1601.84,Maltese,655341500,Divorced,,,,,61854.7,,,,,,,20171025,TRUE,TRUE,TRUE,TRUE,20171023,F
56,6494025730,64-416-5818,1448450472,Orsman,Sidney,20151115,20170820,20170803,SE,20170612,86854,,Sunfield,,Trail,6274,Santa Monica,CA,90410,3074.43,Montenegrin,237807531,Married,,,,,11448.86,,,,,,,20170828,FALSE,TRUE,FALSE,FALSE,20170502,F
57,5766796064,72-709-6625,9081008112,Di Giorgio,Belinda,20141216,20171201,20170525,SE,20170713,95267,,Gateway,,Park,4,White Plains,NY,10633,1036.71,Persian,451852536,Widow,,,,,22318.8,,,,,,,20171202,FALSE,TRUE,FALSE,TRUE,20170917,F
58,8644287001,81-276-3530,1393866392,Tootal,Dana,20161221,20171001,20170803,SE,20171005,9633,,Gateway,,Pass,,Springfield,MO,65810,1557.58,Indonesian,211049285,Widower,20180909,,,,33643.52,,,,,,,20171208,TRUE,FALSE,TRUE,TRUE,20170319,F
59,7636875314,91-656-9815,2826904035,Woollons,Bob,20111117,20170224,20170625,SE,20170305,2367,,Golden Leaf,,Park,34146,Norfolk,VA,23520,346.86,Estonian,508371592,Widow,,,,,2028.71,,,,,,,20170806,FALSE,TRUE,TRUE,TRUE,20170408,F
60,8386530677,00-349-2731,2073214109,Parmby,Ozzy,20120707,20170418,20171009,SE,20171024,487,,Sage,,Avenue,7,Brooklyn,NY,11241,3007.69,Greek,319606302,Divorced,,,,,49140.06,,,,,,,20170313,TRUE,FALSE,TRUE,TRUE,20171109,F
61,7480810490,42-417-7119,2650981333,Akenhead,Daffy,20160214,20171103,20170620,SE,20171015,24,,Talisman,,Court,,Abilene,TX,79605,1523.2,Malayalam,249484258,Married,20180501,,,,36481.37,,,,,,,20171112,TRUE,FALSE,FALSE,FALSE,20171202,F
62,2877295656,70-763-8514,2614793804,Arundale,Ave,20120814,20170704,20170819,SE,20170927,588,,Rockefeller,,Trail,,San Diego,CA,92191,,Dari,721881498,Widow,20180328,,,,51266.14,,,,,,,20170222,FALSE,FALSE,TRUE,FALSE,20171108,M
63,8742616484,52-684-9455,1318375473,Gerkens,Saraann,20121021,20170428,20170707,SE,20170123,10,,Debs,,Center,,Grand Forks,ND,58207,3029.32,Tajik,347810650,Divorced,,,,,207.83,,,,,,,20171111,FALSE,TRUE,TRUE,FALSE,20170331,F
64,712109404,38-165-3308,9979342384,Gomar,Karla,20151018,20170324,20170707,SE,20171225,2222,,Dennis,,Avenue,,Denver,CO,80228,,Maltese,343752964,Married,,,,,65095.21,,,,,,,20171015,TRUE,FALSE,FALSE,FALSE,20170413,F
65,5316187547,36-262-4238,6972869654,Monson,Gerik,20130911,20170608,20170611,SE,20170620,6,,Grover,,Alley,994,Syracuse,NY,13217,2653.8,Gagauz,693617033,Widow,,,,,71902.91,,,,,,,20170614,TRUE,TRUE,TRUE,FALSE,20171124,M
66,9245228967,59-458-7802,4843401705,Sopp,Fitzgerald,20120820,20171023,20170617,SE,20170207,26,,Golf,,Park,,Washington,DC,20546,1883.53,Northern Sotho,800909483,Widower,,,,,27710.37,,,,,,,20170704,FALSE,FALSE,TRUE,TRUE,20171228,M
67,985081546,67-726-3976,8051653248,Bagniuk,Robb,20161216,20170531,20170226,SE,20170724,995,,Monument,,Drive,4,Harrisburg,PA,17110,3078.71,Moldovan,339273224,Single,,,,,11773.02,,,,,,,20170810,FALSE,TRUE,FALSE,TRUE,20171020,F
68,816055882,57-039-9436,6631228781,Feige,Langsdon,20170210,20170403,20180107,SE,20170312,3181,,Ronald Regan,,Pass,7,Jefferson City,MO,65105,1800.26,English,456421432,Widower,20180805,,,,64976.63,,,,,,,20171209,TRUE,TRUE,TRUE,TRUE,20170325,F
69,4644559903,92-167-3294,7236542566,Minithorpe,Kerry,20110517,20170814,20170731,SE,20171004,44,,South,,Way,,Chicago,IL,60652,2459.68,Pashto,260349743,Single,,,,,74713.13,,,,,,,20171011,FALSE,TRUE,TRUE,TRUE,20180118,F
70,486528340,86-045-4298,3329348641,Pethrick,Cecilia,20120620,20171015,20171104,SE,20171013,18366,,Oneill,,Court,6,Shreveport,LA,71137,1902.54,Norwegian,457049288,Divorced,,,,,18140.38,,,,,,,20171203,FALSE,TRUE,TRUE,FALSE,20171102,F
71,6818525555,15-821-7818,9840086424,Buckland,Birgitta,20170126,20170307,20171107,SE,20170124,86564,,Fieldstone,,Way,3667,Jamaica,NY,11407,1405.35,Estonian,468882803,Widower,,,,,53651.73,,,,,,,20170521,TRUE,FALSE,TRUE,FALSE,20170611,M
72,1073975193,45-030-1734,4290434402,Shovelin,Cindy,20140509,20170905,20170328,SE,20171130,158,,Hovde,,Point,,Austin,TX,78778,913.39,Burmese,385504228,Single,,,,,32986.77,,,,,,,20170521,TRUE,FALSE,TRUE,TRUE,20170504,F
73,8954310028,85-829-8573,9067313106,Prantl,Dalton,20170227,20171006,20170705,SE,20170223,53490,,Hauk,,Road,,San Diego,CA,92170,3026.16,Tetum,763748764,Married,,,,,78369.45,,,,,,,20170808,TRUE,TRUE,FALSE,FALSE,20170613,F
74,4792450683,76-256-0565,8185231496,Chasle,Lorrie,20120505,20171202,20171115,SE,20171009,71881,,Russell,,Junction,60,New York City,NY,10039,758.23,Chinese,396483165,Divorced,,,,,65306.1,,,,,,,20170612,TRUE,FALSE,FALSE,FALSE,20170402,M
75,1353652831,67-804-0681,8456464777,Keitley,Renata,20140819,20170817,20170904,SE,20170618,683,,Hallows,,Lane,44156,Orlando,FL,32808,833.85,Guaran�_,271053244,Married,,,,,3323.33,,,,,,,20170119,FALSE,FALSE,TRUE,TRUE,20170703,F
76,2616748290,41-013-4724,2275870130,Edinborough,Cherida,20110507,20171204,20170225,SE,20170425,99,,Caliangt,,Terrace,6,Newark,DE,19725,3259.15,Hiri Motu,766293341,Widower,,,,,,,,,,,,20180104,TRUE,TRUE,TRUE,TRUE,20171016,F
77,7563142983,38-944-9728,9632083907,Nurse,Ax,20170712,20171014,20170212,SE,20180116,40010,,Surrey,,Avenue,3612,Des Moines,IA,50362,924.64,Malagasy,325229828,Married,20180521,,,,59310.26,,,,,,,20170410,TRUE,FALSE,FALSE,TRUE,20170325,F
78,58933247,31-894-4910,9493094361,Leftridge,Josepha,20150608,20171007,20171001,SE,20171124,91870,,7th,,Road,,Cincinnati,OH,45213,638.05,Amharic,253375367,Widow,,,,,51135.34,,,,,,,20171114,TRUE,FALSE,TRUE,FALSE,20171013,M
79,2780002328,98-361-6174,3078905145,Cawsy,Zulema,20151017,20171022,20170928,SE,20171205,38791,,Maywood,,Lane,,San Diego,CA,92153,910.84,Hungarian,886605573,Widower,,,,,13096.73,,,,,,,20170313,FALSE,TRUE,TRUE,TRUE,20170202,M
80,3730710087,97-064-3894,3867369372,Atwood,Lesya,20160225,20171029,20171025,SE,20180114,99,,Karstens,,Pass,1892,Houston,TX,77015,1279.87,Tamil,566028237,Widow,,,,,78640.32,,,,,,,20170824,TRUE,FALSE,TRUE,TRUE,20171224,F
81,1557158010,96-313-4369,8091161297,MacNucator,Mireille,20120412,20170618,20170805,SE,20170823,0,,Cottonwood,,Lane,39,Hot Springs National Park,AR,71914,,English,267402594,Single,,,,,,,,,,,,20170506,TRUE,FALSE,TRUE,TRUE,20170511,F
82,4292269394,53-781-3354,9778615653,Billyard,Goldia,20110616,20171209,20170327,SE,20171210,7924,,Sommers,,Court,26,Orlando,FL,32868,3017.81,Sotho,289106690,Single,,,,,847.36,,,,,,,20170409,FALSE,TRUE,FALSE,FALSE,20171002,M
83,9743771131,06-716-0476,7196972589,D'Antoni,Klara,20171031,20170827,20171130,SE,20171211,8862,,Dakota,,Way,,San Bernardino,CA,92415,1417.15,Tetum,550949689,Divorced,,,,,68532.58,,,,,,,20170205,TRUE,TRUE,TRUE,FALSE,20170729,F
84,7377281448,10-803-5617,9416181635,Thuillier,Ximenes,20170106,20170314,20170725,SE,20171122,992,,Becker,,Junction,612,Laurel,MD,20709,820.99,Tsonga,317471562,Single,20180325,,,,50450.28,,,,,,,20170225,TRUE,TRUE,FALSE,FALSE,20170620,F
85,5514530973,43-174-3027,9160434898,O'Feeny,Jarrid,20170519,20171019,20170720,SE,20170125,366,,Village Green,,Crossing,82544,Tucson,AZ,85743,607.64,Guaran�_,133085071,Single,,,,,43794.66,,,,,,,20170417,TRUE,FALSE,TRUE,TRUE,20171216,M
86,1558641114,29-783-2972,1211820884,Tabb,Darby,20170807,20170205,20170211,SE,20171015,600,,Dawn,,Center,,Port Saint Lucie,FL,34985,1139.42,Bulgarian,188957931,Divorced,,,,,32574.92,,,,,,,20170410,TRUE,TRUE,FALSE,FALSE,20171021,F
87,6692402883,62-187-1745,3589342334,Argue,Caryn,20131115,20171016,20170627,SE,20171112,7338,,Darwin,,Point,,Philadelphia,PA,19184,2555.26,Lithuanian,470892162,Divorced,,,,,66869.89,,,,,,,20170420,TRUE,TRUE,TRUE,FALSE,20170219,F
88,9700658163,01-754-8221,8680334009,Strangwood,Kendrick,20120727,20170815,20170723,SE,20170619,5,,Declaration,,Circle,73,Topeka,KS,66617,2277.17,Tajik,281918579,Widow,,,,,11544.17,,,,,,,20170203,FALSE,FALSE,FALSE,FALSE,20170409,M
89,7208354545,03-194-5306,2529189302,Kelloch,Yuri,20141008,20170614,20170816,SE,20170609,4580,,Waxwing,,Terrace,,Kent,WA,98042,3225.18,Kannada,428268607,Widow,,,,,,,,,,,,20170519,TRUE,FALSE,FALSE,FALSE,20170301,M
90,9275700346,45-637-4555,6920285526,Patria,Marnia,20140308,20170813,20171101,SE,20170202,8,,Anzinger,,Street,476,Saint Louis,MO,63143,1290.26,Kashmiri,314246235,Divorced,,,,,73468.64,,,,,,,20170325,TRUE,FALSE,FALSE,TRUE,20170721,M
91,8963872491,36-472-1053,7033938070,Piccop,Craggy,20160613,20170213,20170726,SE,20170511,45960,,Linden,,Lane,,Oakland,CA,94605,2530.66,French,860129146,Single,,,,,31287.53,,,,,,,20170208,FALSE,TRUE,FALSE,FALSE,20170520,F
92,7785837309,40-048-3840,2248141027,Cutbush,Edyth,20111225,20170221,20171220,SE,20171003,4,,Anzinger,,Parkway,,Savannah,GA,31416,3401.16,Kashmiri,739086244,Divorced,,,,,67568.44,,,,,,,20170910,FALSE,FALSE,FALSE,TRUE,20170323,M
93,9245108430,34-415-2462,1577378544,Cheng,Mord,20160910,20170303,20170709,SE,20170813,5,,Blackbird,,Pass,,El Paso,TX,79928,1960.05,Swedish,624558082,Single,20180220,,,,34145.57,,,,,,,20171231,TRUE,TRUE,TRUE,FALSE,20170509,M
94,9030352833,34-114-1819,5467274942,Fairclough,Libbi,20140421,20170205,20171117,SE,20170908,1746,,Thierer,,Way,36721,Milwaukee,WI,53210,223.75,Haitian Creole,536730933,Widow,,,,,13940.68,,,,,,,20170901,FALSE,FALSE,TRUE,TRUE,20170722,F
